"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"coop/Bot447";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"查\t德\t威\t克";"チャドウィック";"Chadwick";"Chadwick";"Чедвік";"Chadwick";"Chadwick";"채드윅";"Chadwick";"««Chadwick»»";"Chadwick";"操\t纵\t杆";;
"coop/Bot448";"Charles";"Charles";"Charles";"Charles";"Charles";"Charles";"Charles";"Charles";"Charles";"查\t尔\t斯";"チャールズ";"Charles";"Charles";"Чарльз";"Charles";"Charles";"찰스";"Charles";"««Charles»»";"Charles";"殉\t爆";;
"coop/Bot449";"Chester";"Chester";"Chester";"Chester";"Chester";"Chester";"Chester";"Chester";"Chester";"切\t斯\t特";"チェスター";"Chester";"Chester";"Честер";"Chester";"Chester";"체스터";"Chester";"««Chester»»";"Chester";"内\t爆";;
"coop/Bot450";"Christian";"Christian";"Christian";"Christian";"Cristiano";"Christian";"Christian";"Christian";"Christian";"克\t里\t斯\t蒂\t安";"クリスチャン";"Christian";"Christian";"Крістіан";"Christian";"Christian";"크리스티안";"Christian";"««Christian»»";"Christian";"助\t推\t装\t置";;
"coop/Bot451";"Christopher";"Christopher";"Christopher";"Christopher";"Cristóbal";"Christopher";"Christopher";"Christopher";"Christopher";"克\t里\t斯\t托\t弗";"クリストファー";"Christopher";"Christopher";"Крістофер";"Christopher";"Christopher";"크리스토퍼";"Christopher";"««Christopher»»";"Christopher";"改\t装\t套\t件";;
"coop/Bot452";"Cooper";"Cooper";"Cooper";"Cooper";"Cooper";"Cooper";"Cooper";"Cooper";"Cooper";"库\t珀";"クーパー";"Cooper";"Cooper";"Купер";"Cooper";"Cooper";"쿠퍼";"Cooper";"««Cooper»»";"Cooper";"俯\t仰\t率";;
"coop/Bot453";"Crawford";"Crawford";"Crawford";"Crawford";"Crawford";"Crawford";"Crawford";"Crawford";"Crawford";"克\t劳\t福\t德";"クロフォード";"Crawford";"Crawford";"Кроуфорд";"Crawford";"Crawford";"크로포드";"Crawford";"««Crawford»»";"Crawford";"滚\t转\t率";;
"coop/Bot454";"Darren";"Darren";"Darren";"Darren";"Darren";"Darren";"Darren";"Darren";"Darren";"达\t伦";"ダレン";"Darren";"Darren";"Даррен";"Darren";"Darren";"대런";"Darren";"««Darren»»";"Darren";"偏\t航\t率";;
"coop/Bot455";"David";"David";"David";"David";"David";"David";"David";"David";"David";"大\t卫";"デイビット";"David";"David";"Девід";"David";"David";"데이빗";"David";"««David»»";"David";"爬\t升\t率";;
"coop/Bot456";"Dayton";"Dayton";"Dayton";"Dayton";"Dayton";"Dayton";"Dayton";"Dayton";"Dayton";"戴\t顿";"デイトン";"Dayton";"Dayton";"Дейтон";"Dayton";"Dayton";"데이튼";"Dayton";"««Dayton»»";"Dayton";"实\t用\t升\t限";;
"coop/Bot457";"Derrick";"Derrick";"Derrick";"Derrick";"Derrick";"Derrick";"Derrick";"Derrick";"Derrick";"德\t瑞\t克";"デリック";"Derrick";"Derrick";"Деррік";"Derrick";"Derrick";"데릭";"Derrick";"««Derrick»»";"Derrick";"指\t示\t空\t速";;
"coop/Bot458";"Dexter";"Dexter";"Dexter";"Dexter";"Dexter";"Dexter";"Dexter";"Dexter";"Dexter";"德\t克\t斯\t特";"デクスター";"Dexter";"Dexter";"Декстер";"Dexter";"Dexter";"덱스터";"Dexter";"««Dexter»»";"Dexter";"真\t空\t速";;
"coop/Bot459";"Donald";"Donald";"Donald";"Donald";"Donald";"Donald";"Donald";"Donald";"Donald";"唐\t纳\t德";"ドナルド";"Donald";"Donald";"Дональд";"Donald";"Donald";"도널드";"Donald";"««Donald»»";"Donald";"离\t合\t片";;
"coop/Bot460";"Donovan";"Donovan";"Donovan";"Donovan";"Donovan";"Donovan";"Donovan";"Donovan";"Donovan";"多\t诺\t万";"ドノバン";"Donovan";"Donovan";"Донован";"Donovan";"Donovan";"도너번";"Donovan";"««Donovan»»";"Donovan";"万\t向\t轴";;
"coop/Bot461";"Dorothy";"Dorothy";"Dorothy";"Dorothy";"Dorothy";"Dorothy";"Dorothy";"Dorothy";"Dorothy";"多\t罗\t茜";"ドロシー";"Dorothy";"Dorothy";"Дороті";"Dorothy";"Dorothy";"도로시";"Dorothy";"««Dorothy»»";"Dorothy";"减\t震\t器";;
"coop/Bot462";"Douglas";"Douglas";"Douglas";"Douglas";"Douglas";"Douglas";"Douglas";"Douglas";"Douglas";"道\t格\t拉\t斯";"ダグラス";"Douglas";"Douglas";"Дуглас";"Douglas";"Douglas";"더글러스";"Douglas";"««Douglas»»";"Douglas";"称\t重\t轴\t承";;
"coop/Bot463";"Dudley";"Dudley";"Dudley";"Dudley";"Dudley";"Dudley";"Dudley";"Dudley";"Dudley";"达\t德\t利";"ダドリー";"Dudley";"Dudley";"Дадлі";"Dudley";"Dudley";"두들리";"Dudley";"««Dudley»»";"Dudley";"灭\t火\t器";;
"coop/Bot464";"Dwayne";"Dwayne";"Dwayne";"Dwayne";"Dwayne";"Dwayne";"Dwayne";"Dwayne";"Dwayne";"德\t韦\t恩";"ドウェイン";"Dwayne";"Dwayne";"Дуейн";"Dwayne";"Dwayne";"드웨인";"Dwayne";"««Dwayne»»";"Dwayne";"火\t炮\t支\t援";;
"coop/Bot465";"Edwin";"Edwin";"Edwin";"Edwin";"Edwin";"Edwin";"Edwin";"Edwin";"Edwin";"埃\t德\t温";"エドウィン";"Edwin";"Edwin";"Едвін";"Edwin";"Edwin";"에드윈";"Edwin";"««Edwin»»";"Edwin";"火\t炮\t阵\t地";;
"coop/Bot466";"Elliott";"Elliott";"Elliott";"Elliott";"Elliott";"Elliott";"Elliott";"Elliott";"Elliott";"埃\t利\t奥\t特";"エリオット";"Elliott";"Elliott";"Елліотт";"Elliott";"Elliott";"엘리엇";"Elliott";"««Elliott»»";"Elliott";"高\t射\t机\t枪";;
"coop/Bot467";"Fingall";"Fingall";"Fingall";"Fingall";"Fingall";"Fingall";"Fingall";"Fingall";"Fingall";"芬\t戈\t尔";"フィンガル";"Fingall";"Fingall";"Фінгал";"Fingall";"Fingall";"핑걸";"Fingall";"««Fingall»»";"Fingall";"重\t型\t战\t斗\t机";;
"coop/Bot468";"Fletcher";"Fletcher";"Fletcher";"Fletcher";"Fletcher";"Fletcher";"Fletcher";"Fletcher";"Fletcher";"弗\t莱\t彻";"フレッチャー";"Fletcher";"Fletcher";"Флетчер";"Fletcher";"Fletcher";"플렛쳐";"Fletcher";"««Fletcher»»";"Fletcher";"重\t型\t轰\t炸\t机";;
"coop/Bot469";"Florence";"Florence";"Florence";"Florence";"Florence";"Florence";"Florence";"Florence";"Florence";"弗\t洛\t伦\t斯";"フローレンス";"Florence";"Florence";"Флоренс";"Florence";"Florence";"플로렌스";"Florence";"««Florence»»";"Florence";"对\t地\t攻\t击\t机";;
"coop/Bot470";"Flynn";"Flynn";"Flynn";"Flynn";"Flynn";"Flynn";"Flynn";"Flynn";"Flynn";"弗\t林";"フリン";"Flynn";"Flynn";"Флінн";"Flynn";"Flynn";"플린";"Flynn";"««Flynn»»";"Flynn";"水\t上\t飞\t机";;
"coop/Bot471";"Francis";"Francis";"Francis";"Francis";"Francis";"Francis";"Francis";"Francis";"Francis";"弗\t朗\t西\t斯";"フランシス";"Francis";"Francis";"Френсіс";"Francis";"Francis";"프랜시스";"Francis";"««Francis»»";"Francis";"飞\t行\t艇";;
"coop/Bot472";"Frank";"Frank";"Frank";"Frank";"Frank";"Frank";"Frank";"Frank";"Frank";"弗\t兰\t克";"フランク";"Frank";"Frank";"Френк";"Frank";"Frank";"프랭크";"Frank";"««Frank»»";"Frank";"俯\t冲\t轰\t炸\t机";;
"coop/Bot473";"Galahad";"Galahad";"Galahad";"Galahad";"Galahad";"Galahad";"Galahad";"Galahad";"Galahad";"加\t拉\t哈\t德";"ガラハッド";"Galahad";"Galahad";"Галахад";"Galahad";"Galahad";"갤러해드";"Galahad";"««Galahad»»";"Galahad";"鱼\t雷\t轰\t炸\t机";;
"coop/Bot474";"Garrett";"Garrett";"Garrett";"Garrett";"Garrett";"Garrett";"Garrett";"Garrett";"Garrett";"加\t勒\t特";"ギャレット";"Garrett";"Garrett";"Гаррет";"Garrett";"Garrett";"개릿";"Garrett";"««Garrett»»";"Garrett";"舰\t爆";;
"coop/Bot475";"Gill";"Gill";"Gill";"Gill";"Gill";"Gill";"Gill";"Gill";"Gill";"吉\t尔";"ギル";"Gill";"Gill";"Гілл";"Gill";"Gill";"질";"Gill";"««Gill»»";"Gill";"舰\t攻";;
"coop/Bot476";"Glenn";"Glenn";"Glenn";"Glenn";"Glenn";"Glenn";"Glenn";"Glenn";"Glenn";"格\t伦";"グレン";"Glenn";"Glenn";"Гленн";"Glenn";"Glenn";"글렌";"Glenn";"««Glenn»»";"Glenn";"舰\t战";;
"coop/Bot477";"Goliath";"Goliath";"Goliath";"Goliath";"Goliat";"Goliath";"Goliath";"Goliath";"Goliath";"格\t里\t亚\t斯";"ゴリアテ";"Goliath";"Goliath";"Голіаф";"Goliath";"Goliath";"골라이엇";"Goliath";"««Goliath»»";"Goliath";"爆\t战";;
"coop/Bot478";"Gordon";"Gordon";"Gordon";"Gordon";"Gordon";"Gordon";"Gordon";"Gordon";"Gordon";"戈\t登";"ゴードン";"Gordon";"Gordon";"Гордон";"Gordon";"Gordon";"고든";"Gordon";"««Gordon»»";"Gordon";"袭\t击\t机";;
"coop/Bot479";"Graham";"Graham";"Graham";"Graham";"Graham";"Graham";"Graham";"Graham";"Graham";"格\t拉\t汉\t姆";"グレイアム";"Graham";"Graham";"Грехем";"Graham";"Graham";"그레이엄";"Graham";"««Graham»»";"Graham";"截\t击\t机";;
"coop/Bot480";"Griffith";"Griffith";"Griffith";"Griffith";"Griffith";"Griffith";"Griffith";"Griffith";"Griffith";"格\t里\t菲\t斯";"グリフィス";"Griffith";"Griffith";"Гріффіт";"Griffith";"Griffith";"그리피스";"Griffith";"««Griffith»»";"Griffith";"预\t警\t机";;
"coop/Bot481";"Hadley";"Hadley";"Hadley";"Hadley";"Hadley";"Hadley";"Hadley";"Hadley";"Hadley";"哈\t德\t利";"ハドレー";"Hadley";"Hadley";"Хедлі";"Hadley";"Hadley";"해들리";"Hadley";"««Hadley»»";"Hadley";"贫\t铀\t穿\t甲\t弹";;
"coop/Bot482";"Hamilton";"Hamilton";"Hamilton";"Hamilton";"Hamilton";"Hamilton";"Hamilton";"Hamilton";"Hamilton";"汉\t密\t尔\t顿";"ハミルトン";"Hamilton";"Hamilton";"Гамільтон";"Hamilton";"Hamilton";"해밀턴";"Hamilton";"««Hamilton»»";"Hamilton";"三\t轴\t陀\t螺\t仪";;
"coop/Bot483";"Howard";"Howard";"Howard";"Howard";"Howard";"Howard";"Howard";"Howard";"Howard";"霍\t华\t德";"ハワード";"Howard";"Howard";"Говард";"Howard";"Howard";"하워드";"Howard";"««Howard»»";"Howard";"涡\t轮\t增\t压";;
"coop/Bot484";"Hudson";"Hudson";"Hudson";"Hudson";"Hudson";"Hudson";"Hudson";"Hudson";"Hudson";"哈\t德\t森";"ハドソン";"Hudson";"Hudson";"Хадсон";"Hudson";"Hudson";"허드슨";"Hudson";"««Hudson»»";"Hudson";"机\t械\t增\t压";;
"coop/Bot485";"Irvine";"Irvine";"Irvine";"Irvine";"Irvine";"Irvine";"Irvine";"Irvine";"Irvine";"尔\t湾";"アーヴィン";"Irvine";"Irvine";"Ірвін";"Irvine";"Irvine";"어빈";"Irvine";"««Irvine»»";"Irvine";"轻\t骑\t兵";;
"coop/Bot486";"Jack";"Jack";"Jack";"Jack";"Jack";"Jack";"Jack";"Jack";"Jack";"杰\t克";"ジャック";"Jack";"Jack";"Джек";"Jack";"Jack";"잭";"Jack";"««Jack»»";"Jack";"重\t骑\t兵";;
"coop/Bot487";"James";"James";"James";"James";"James";"James";"James";"James";"James";"詹\t姆\t斯";"ジェームズ";"James";"James";"Джеймс";"James";"James";"제임스";"James";"««James»»";"James";"装\t甲\t侦\t察\t兵";;
"coop/Bot488";"Jarred";"Jarred";"Jarred";"Jarred";"Jarred";"Jarred";"Jarred";"Jarred";"Jarred";"贾\t里\t德";"ジャレッド";"Jarred";"Jarred";"Джаред";"Jarred";"Jarred";"자레드";"Jarred";"««Jarred»»";"Jarred";"装\t甲\t通\t信\t兵";;
"coop/Bot489";"Joseph";"Joseph";"Joseph";"Joseph";"Joseph";"Joseph";"Joseph";"Josef";"Joseph";"约\t瑟\t夫";"ジョセフ";"Joseph";"Joseph";"Джозеф";"Joseph";"Joseph";"조셉";"Joseph";"««Joseph»»";"Joseph";"向\t他\t开\t炮";;
"coop/Bot490";"Johnathan";"Johnathan";"Johnathan";"Johnathan";"Johnathan";"Johnathan";"Johnathan";"Johnathan";"Johnathan";"乔\t纳\t森";"ジョナサン";"Johnathan";"Johnathan";"Джонатан";"Johnathan";"Johnathan";"조너선";"Johnathan";"««Johnathan»»";"Johnathan";"机\t械\t化\t步\t兵";;
"coop/Bot491";"Jordan";"Jordan";"Jordan";"Jordan";"Jordan";"Jordan";"Jordan";"Jordan";"Jordan";"乔\t丹";"ジョーダン";"Jordan";"Jordan";"Джордан";"Jordan";"Jordan";"조던";"Jordan";"««Jordan»»";"Jordan";"装\t甲\t掷\t弹\t兵";;
"coop/Bot492";"Justin";"Justin";"Justin";"Justin";"Justin";"Justin";"Justin";"Justin";"Justin";"贾\t斯\t汀";"ジャスティン";"Justin";"Justin";"Джастін";"Justin";"Justin";"저스틴";"Justin";"««Justin»»";"Justin";"装\t甲\t工\t兵";;
"coop/Bot493";"Kameron";"Kameron";"Kameron";"Kameron";"Kameron";"Kameron";"Kameron";"Kameron";"Kameron";"卡\t梅\t伦";"カメロン";"Kameron";"Kameron";"Камерон";"Kameron";"Kameron";"카메론";"Kameron";"««Kameron»»";"Kameron";"重\t型\t反\t坦\t克\t营";;
"coop/Bot494";"Keegan";"Keegan";"Keegan";"Keegan";"Keegan";"Keegan";"Keegan";"Keegan";"Keegan";"基\t根";"キーガン";"Keegan";"Keegan";"Кіган";"Keegan";"Keegan";"키건";"Keegan";"««Keegan»»";"Keegan";"重\t装\t甲\t营";;
"coop/Bot495";"Kevin";"Kevin";"Kevin";"Kevin";"Kevin";"Kevin";"Kevin";"Kevin";"Kevin";"凯\t文";"ケビン";"Kevin";"Kevin";"Кевін";"Kevin";"Kevin";"케빈";"Kevin";"««Kevin»»";"Kevin";"近\t卫\t航\t空\t团";;
"coop/Bot496";"Kimberley";"Kimberley";"Kimberley";"Kimberley";"Kimberley";"Kimberley";"Kimberley";"Kimberley";"Kimberley";"金\t伯\t利";"キンバリー";"Kimberley";"Kimberley";"Кімберлі";"Kimberley";"Kimberley";"킴벌리";"Kimberley";"««Kimberley»»";"Kimberley";"近\t卫\t坦\t克\t军";;
"coop/Bot497";"Kodey";"Kodey";"Kodey";"Kodey";"Kodey";"Kodey";"Kodey";"Kodey";"Kodey";"科\t迪";"コディ";"Kodey";"Kodey";"Коді";"Kodey";"Kodey";"코디";"Kodey";"««Kodey»»";"Kodey";"近\t卫\t机\t械\t化\t师";;
"coop/Bot498";"Laurence";"Laurence";"Laurence";"Laurence";"Laurence";"Laurence";"Laurence";"Laurence";"Laurence";"劳\t伦\t斯";"ローレンス";"Laurence";"Laurence";"Лоуренс";"Laurence";"Laurence";"로렌스";"Laurence";"««Laurence»»";"Laurence";"近\t卫\t炮\t兵";;
"coop/Bot499";"Lee";"Lee";"Lee";"Lee";"Lee";"Lee";"Lee";"Lee";"Lee";"李";"リー";"Lee";"Lee";"Лі";"Lee";"Lee";"리";"Lee";"««Lee»»";"Lee";"突\t破\t炮\t兵";;
"coop/Bot500";"Leroy";"Leroy";"Leroy";"Leroy";"Leroy";"Leroy";"Leroy";"Leroy";"Leroy";"勒\t罗\t伊";"ルロワ";"Leroy";"Leroy";"Лерой";"Leroy";"Leroy";"리로이";"Leroy";"««Leroy»»";"Leroy";"近\t卫\t空\t降\t兵";;
"coop/Bot501";"Lindsay";"Lindsay";"Lindsay";"Lindsay";"Lindsay";"Lindsay";"Lindsay";"Lindsay";"Lindsay";"林\t赛";"リンジー";"Lindsay";"Lindsay";"Ліндсей";"Lindsay";"Lindsay";"린지";"Lindsay";"««Lindsay»»";"Lindsay";"不\t惧\t挑\t战";;
"coop/Bot502";"Lloyd";"Lloyd";"Lloyd";"Lloyd";"Lloyd";"Lloyd";"Lloyd";"Lloyd";"Lloyd";"劳\t埃\t德";"ロイド";"Lloyd";"Lloyd";"Ллойд";"Lloyd";"Lloyd";"로이드";"Lloyd";"««Lloyd»»";"Lloyd";"德\t黑\t兰\t之\t虎";;
"coop/Bot503";"Mackenzie";"Mackenzie";"Mackenzie";"Mackenzie";"Mackenzie";"Mackenzie";"Mackenzie";"Mackenzie";"Mackenzie";"麦\t肯\t锡";"マッケンジー";"Mackenzie";"Mackenzie";"Маккензі";"Mackenzie";"Mackenzie";"매켄지";"Mackenzie";"««Mackenzie»»";"Mackenzie";"奥\t马\t哈\t之\t鹰";;
"coop/Bot504";"Maddison";"Maddison";"Maddison";"Maddison";"Maddison";"Maddison";"Maddison";"Maddison";"Maddison";"麦\t迪\t逊";"マディソン";"Maddison";"Maddison";"Медісон";"Maddison";"Maddison";"매디슨";"Maddison";"««Maddison»»";"Maddison";"一\t块\t红\t布";;
"coop/Bot505";"Malcolm";"Malcolm";"Malcolm";"Malcolm";"Malcolm";"Malcolm";"Malcolm";"Malcolm";"Malcolm";"马\t尔\t科\t姆";"マルコム";"Malcolm";"Malcolm";"Малкольм";"Malcolm";"Malcolm";"맬컴";"Malcolm";"««Malcolm»»";"Malcolm";"遮\t眼\t遮\t天";;
"coop/Bot506";"Manley";"Manley";"Manley";"Manley";"Manley";"Manley";"Manley";"Manley";"Manley";"曼\t利";"マンリー";"Manley";"Manley";"Менлі";"Manley";"Manley";"맨리";"Manley";"««Manley»»";"Manley";"没\t有\t理\t由";;
"coop/Bot507";"Mark";"Mark";"Mark";"Mark";"Mark";"Mark";"Mark";"Mark";"Mark";"马\t克";"マーク";"Mark";"Mark";"Марк";"Mark";"Mark";"마크";"Mark";"««Mark»»";"Mark";"羁\t绊\t忆\t生";;
"coop/Bot508";"Mary";"Mary";"Mary";"Mary";"Mary";"Mary";"Mary";"Mary";"Mary";"玛\t丽";"メアリー";"Mary";"Mary";"Мері";"Mary";"Mary";"메리";"Mary";"««Mary»»";"Mary";"蜗\t牛\t触\t角";;
"coop/Bot509";"Maynard";"Maynard";"Maynard";"Maynard";"Maynard";"Maynard";"Maynard";"Maynard";"Maynard";"梅\t纳\t德";"メイナード";"Maynard";"Maynard";"Мейнард";"Maynard";"Maynard";"메이너드";"Maynard";"««Maynard»»";"Maynard";"良\t心\t运\t营";;
"coop/Bot510";"Meredith";"Meredith";"Meredith";"Meredith";"Meredith";"Meredith";"Meredith";"Meredith";"Meredith";"梅\t瑞\t狄\t斯";"メレディス";"Meredith";"Meredith";"Мередіт";"Meredith";"Meredith";"메러디스";"Meredith";"««Meredith»»";"Meredith";"优\t秀\t代\t理";;
"coop/Bot511";"Mervin";"Mervin";"Mervin";"Mervin";"Mervin";"Mervin";"Mervin";"Mervin";"Mervin";"默\t文";"マービン";"Mervin";"Mervin";"Мервін";"Mervin";"Mervin";"머빈";"Mervin";"««Mervin»»";"Mervin";"专\t打\t坑\t货";;
"coop/Bot512";"Milton";"Milton";"Milton";"Milton";"Milton";"Milton";"Milton";"Milton";"Milton";"弥\t尔\t顿";"ミルトン";"Milton";"Milton";"Мілтон";"Milton";"Milton";"밀튼";"Milton";"««Milton»»";"Milton";"总\t是\t助\t攻";;
"coop/Bot513";"Morgan";"Morgan";"Morgan";"Morgan";"Morgan";"Morgan";"Morgan";"Morgan";"Morgan";"摩\t根";"モーガン";"Morgan";"Morgan";"Морган";"Morgan";"Morgan";"모건";"Morgan";"««Morgan»»";"Morgan";"打\t不\t穿\t啊";;
"coop/Bot514";"Morton";"Morton";"Morton";"Morton";"Morton";"Morton";"Morton";"Morton";"Morton";"莫\t顿";"モートン";"Morton";"Morton";"Мортон";"Morton";"Morton";"모튼";"Morton";"««Morton»»";"Morton";"上\t手\t简\t单";;
"coop/Bot515";"Murray";"Murray";"Murray";"Murray";"Murray";"Murray";"Murray";"Murray";"Murray";"穆\t雷";"マレー";"Murray";"Murray";"Мюррей";"Murray";"Murray";"머레이";"Murray";"««Murray»»";"Murray";"航\t母\t杀\t手";;
"coop/Bot516";"Nathan";"Nathan";"Nathan";"Nathan";"Nathan";"Nathan";"Nathan";"Nathan";"Nathan";"内\t森";"ネイサン";"Nathan";"Nathan";"Натан";"Nathan";"Nathan";"네이선";"Nathan";"««Nathan»»";"Nathan";"小\t学\t生\t放\t假";;
"coop/Bot517";"Neville";"Neville";"Neville";"Neville";"Neville";"Neville";"Neville";"Neville";"Neville";"内\t维\t尔";"ネビル";"Neville";"Neville";"Невілл";"Neville";"Neville";"네빌";"Neville";"««Neville»»";"Neville";"大\t学\t生\t放\t假";;
"coop/Bot518";"Norman";"Norman";"Norman";"Norman";"Norman";"Norman";"Norman";"Norman";"Norman";"诺\t曼";"ノルマン";"Norman";"Norman";"Норман";"Norman";"Norman";"노먼";"Norman";"««Norman»»";"Norman";"周\t国\t师";;
"coop/Bot519";"Oliver";"Oliver";"Oliver";"Oliver";"Oliver";"Oliver";"Oliver";"Oliver";"Oliver";"奥\t利\t弗";"オリバー";"Oliver";"Oliver";"Олівер";"Oliver";"Oliver";"올리버";"Oliver";"««Oliver»»";"Oliver";"花\t少\t将";;
"coop/Bot520";"Omar";"Omar";"Omar";"Omar";"Omar";"Omar";"Omar";"Omar";"Omar";"奥\t马\t尔";"オマール";"Omar";"Omar";"Омар";"Omar";"Omar";"오마르";"Omar";"««Omar»»";"Omar";"没\t有\t节\t操";;
"coop/Bot521";"Oscar";"Oscar";"Oscar";"Oscar";"Oscar";"Oscar";"Oscar";"Oscar";"Oscar";"奥\t斯\t卡";"オスカー";"Oscar";"Oscar";"Оскар";"Oscar";"Oscar";"오스카";"Oscar";"««Oscar»»";"Oscar";"输\t了\t一\t次";;
"coop/Bot522";"Patrick";"Patrick";"Patrick";"Patrick";"Patrick";"Patrick";"Patrick";"Patrick";"Patrick";"帕\t特\t里\t克";"パトリック";"Patrick";"Patrick";"Патрік";"Patrick";"Patrick";"패트릭";"Patrick";"««Patrick»»";"Patrick";"黑\t格\t尔\t的\t书";;
"coop/Bot523";"Philipp";"Philipp";"Philipp";"Philipp";"Philipp";"Philipp";"Philipp";"Philipp";"Philipp";"菲\t利\t普";"フィリップ";"Philipp";"Philipp";"Філіп";"Philipp";"Philipp";"필립";"Philipp";"««Philipp»»";"Philipp";"爷\t爷\t不\t泡\t茶";;
"coop/Bot524";"Quinlan";"Quinlan";"Quinlan";"Quinlan";"Quinlan";"Quinlan";"Quinlan";"Quinlan";"Quinlan";"昆\t兰";"クインラン";"Quinlan";"Quinlan";"Куінлан";"Quinlan";"Quinlan";"퀸랜";"Quinlan";"««Quinlan»»";"Quinlan";"饭\t特\t稀";;
"coop/Bot525";"Randall";"Randall";"Randall";"Randall";"Randall";"Randall";"Randall";"Randall";"Randall";"兰\t德\t尔";"ランドール";"Randall";"Randall";"Ренделл";"Randall";"Randall";"랜덜";"Randall";"««Randall»»";"Randall";"人\t参\t赢\t家";;
"coop/Bot526";"Richard";"Richard";"Richard";"Richard";"Richard";"Richard";"Richard";"Richard";"Richard";"理\t查\t德";"リチャード";"Richard";"Richard";"Річард";"Richard";"Richard";"리차드";"Richard";"««Richard»»";"Richard";"地\t精\t工\t程";;
"coop/Bot527";"Ritchie";"Ritchie";"Ritchie";"Ritchie";"Ritchie";"Ritchie";"Ritchie";"Ritchie";"Ritchie";"里\t奇";"リッチー";"Ritchie";"Ritchie";"Річі";"Ritchie";"Ritchie";"리치";"Ritchie";"««Ritchie»»";"Ritchie";"侏\t儒\t工\t程";;
"coop/Bot528";"Robin";"Robin";"Robin";"Robin";"Robin";"Robin";"Robin";"Robin";"Robin";"罗\t宾";"ロビン";"Robin";"Robin";"Робін";"Robin";"Robin";"로빈";"Robin";"««Robin»»";"Robin";"洗\t脑\t神\t曲";;
"coop/Bot529";"Robert";"Robert";"Robert";"Robert";"Robert";"Robert";"Robert";"Robert";"Robert";"罗\t伯\t特";"ロバート";"Robert";"Robert";"Роберт";"Robert";"Robert";"로버트";"Robert";"««Robert»»";"Robert";"新\t手\t制\t造\t机";;
"coop/Bot530";"Ronald";"Ronald";"Ronald";"Ronald";"Ronald";"Ronald";"Ronald";"Ronald";"Ronald";"罗\t纳\t德";"ロナルド";"Ronald";"Ronald";"Рональд";"Ronald";"Ronald";"로널드";"Ronald";"««Ronald»»";"Ronald";"王\t牌\t杀\t手";;
"coop/Bot531";"Scott";"Scott";"Scott";"Scott";"Scott";"Scott";"Scott";"Scott";"Scott";"斯\t科\t特";"スコット";"Scott";"Scott";"Скотт";"Scott";"Scott";"스콧";"Scott";"««Scott»»";"Scott";"五\t航\t战\t酱\t油";;
"coop/Bot532";"Seth";"Seth";"Seth";"Seth";"Seth";"Seth";"Seth";"Seth";"Seth";"塞\t思";"セト";"Seth";"Seth";"Сет";"Seth";"Seth";"세스";"Seth";"««Seth»»";"Seth";"一\t航\t战\t送\t肉";;
"coop/Bot533";"Shannon";"Shannon";"Shannon";"Shannon";"Shannon";"Shannon";"Shannon";"Shannon";"Shannon";"香\t农";"シャノン";"Shannon";"Shannon";"Шеннон";"Shannon";"Shannon";"섀넌";"Shannon";"««Shannon»»";"Shannon";"马\t鹿\t坦\t克";;
"coop/Bot534";"Sheridan";"Sheridan";"Sheridan";"Sheridan";"Sheridan";"Sheridan";"Sheridan";"Sheridan";"Sheridan";"谢\t里\t丹";"シェリダン";"Sheridan";"Sheridan";"Шерідан";"Sheridan";"Sheridan";"셰리던";"Sheridan";"««Sheridan»»";"Sheridan";"雷\t霆\t无\t双";;
"coop/Bot535";"Sidney";"Sidney";"Sidney";"Sidney";"Sidney";"Sidney";"Sidney";"Sidney";"Sidney";"西\t德\t尼";"シドニー";"Sidney";"Sidney";"Сідні";"Sidney";"Sidney";"시드니";"Sidney";"««Sidney»»";"Sidney";"哎\t呦\t好\t疼";;
"coop/Bot536";"Sinclair";"Sinclair";"Sinclair";"Sinclair";"Sinclair";"Sinclair";"Sinclair";"Sinclair";"Sinclair";"辛\t克\t莱";"シンクレア";"Sinclair";"Sinclair";"Сінклер";"Sinclair";"Sinclair";"싱클레어";"Sinclair";"««Sinclair»»";"Sinclair";"别\t打\t脸\t啦";;
"coop/Bot537";"Steven";"Steven";"Steven";"Steven";"Steven";"Steven";"Steven";"Steven";"Steven";"史\t蒂\t文";"スティーブン";"Steven";"Steven";"Стівен";"Steven";"Steven";"스티븐";"Steven";"««Steven»»";"Steven";"不\t怕\t最\t坑";;
